GEOID,year,state,county,crime,value
09001,2014,Connecticut,Fairfield,Drunkenness,0
09001,2014,Connecticut,Fairfield,Disorderly,162.2
09001,2014,Connecticut,Fairfield,Vagrancy,0.75
09001,2014,Connecticut,Fairfield,Other,438.84
09001,2014,Connecticut,Fairfield,Suspicion,0
09001,2014,Connecticut,Fairfield,Curfew,0
09001,2014,Connecticut,Fairfield,Runaway,0
09003,2014,Connecticut,Hartford,All Crime,3769.25
09003,2014,Connecticut,Hartford,Violent Crime,153.93
09003,2014,Connecticut,Hartford,Property Crime,696.91
09003,2014,Connecticut,Hartford,Murder,5.82
09003,2014,Connecticut,Hartford,Rape,9.82
09003,2014,Connecticut,Hartford,Robbery,48.42
09003,2014,Connecticut,Hartford,Assault,89.87
09003,2014,Connecticut,Hartford,Burglary,99.23
09003,2014,Connecticut,Hartford,Larceny,554.17
09003,2014,Connecticut,Hartford,Auto Theft,18.73
09003,2014,Connecticut,Hartford,Arson,24.78
09003,2014,Connecticut,Hartford,Other Assault,738.94
09003,2014,Connecticut,Hartford,Forgery,24.55
09003,2014,Connecticut,Hartford,Fraud,35.17
09003,2014,Connecticut,Hartford,Embezzlement,6.05
09003,2014,Connecticut,Hartford,Stolen Prop,16.56
09003,2014,Connecticut,Hartford,Vandalism,57.1
09003,2014,Connecticut,Hartford,Weapon Violation,41.57
09003,2014,Connecticut,Hartford,Prostitution,21.35
09003,2014,Connecticut,Hartford,Sex Offense,14.16
09003,2014,Connecticut,Hartford,Drug Related,404.81
09003,2014,Connecticut,Hartford,Gambling,0
09003,2014,Connecticut,Hartford,Family Child,38.71
09003,2014,Connecticut,Hartford,DUI,256.93
09003,2014,Connecticut,Hartford,Liquor Violation,17.36
09003,2014,Connecticut,Hartford,Drunkenness,0
09003,2014,Connecticut,Hartford,Disorderly,369.87
09003,2014,Connecticut,Hartford,Vagrancy,0.34
09003,2014,Connecticut,Hartford,Other,874.14
09003,2014,Connecticut,Hartford,Suspicion,0
09003,2014,Connecticut,Hartford,Curfew,0.8
09003,2014,Connecticut,Hartford,Runaway,0
09005,2014,Connecticut,Litchfield,All Crime,2418.77
09005,2014,Connecticut,Litchfield,Violent Crime,67.26
09005,2014,Connecticut,Litchfield,Property Crime,436.33
09005,2014,Connecticut,Litchfield,Murder,1.72
09005,2014,Connecticut,Litchfield,Rape,4.31
09005,2014,Connecticut,Litchfield,Robbery,11.21
09005,2014,Connecticut,Litchfield,Assault,50.01
09005,2014,Connecticut,Litchfield,Burglary,69.85
09005,2014,Connecticut,Litchfield,Larceny,352.68
09005,2014,Connecticut,Litchfield,Auto Theft,13.8
09005,2014,Connecticut,Litchfield,Arson,0
09005,2014,Connecticut,Litchfield,Other Assault,495.83
09005,2014,Connecticut,Litchfield,Forgery,18.11
09005,2014,Connecticut,Litchfield,Fraud,31.91
09005,2014,Connecticut,Litchfield,Embezzlement,5.17
09005,2014,Connecticut,Litchfield,Stolen Prop,2.59
09005,2014,Connecticut,Litchfield,Vandalism,40.53
09005,2014,Connecticut,Litchfield,Weapon Violation,15.52
09005,2014,Connecticut,Litchfield,Prostitution,0
09005,2014,Connecticut,Litchfield,Sex Offense,13.8
09005,2014,Connecticut,Litchfield,Drug Related,196.61
09005,2014,Connecticut,Litchfield,Gambling,0
09005,2014,Connecticut,Litchfield,Family Child,83.64
09005,2014,Connecticut,Litchfield,DUI,247.48
09005,2014,Connecticut,Litchfield,Liquor Violation,10.35
09005,2014,Connecticut,Litchfield,Drunkenness,0
09005,2014,Connecticut,Litchfield,Disorderly,330.26
09005,2014,Connecticut,Litchfield,Vagrancy,0.86
09005,2014,Connecticut,Litchfield,Other,421.67
09005,2014,Connecticut,Litchfield,Suspicion,0
09005,2014,Connecticut,Litchfield,Curfew,0
09005,2014,Connecticut,Litchfield,Runaway,0.86
09007,2014,Connecticut,Middlesex,All Crime,2974.66
09007,2014,Connecticut,Middlesex,Violent Crime,65.27
09007,2014,Connecticut,Middlesex,Property Crime,425.22
09007,2014,Connecticut,Middlesex,Murder,0.93
09007,2014,Connecticut,Middlesex,Rape,2.8
09007,2014,Connecticut,Middlesex,Robbery,16.78
09007,2014,Connecticut,Middlesex,Assault,44.76
09007,2014,Connecticut,Middlesex,Burglary,49.42
09007,2014,Connecticut,Middlesex,Larceny,359.01
09007,2014,Connecticut,Middlesex,Auto Theft,12.12
09007,2014,Connecticut,Middlesex,Arson,4.66
09007,2014,Connecticut,Middlesex,Other Assault,512.87
09007,2014,Connecticut,Middlesex,Forgery,18.65
09007,2014,Connecticut,Middlesex,Fraud,12.12
09007,2014,Connecticut,Middlesex,Embezzlement,2.8
09007,2014,Connecticut,Middlesex,Stolen Prop,10.26
09007,2014,Connecticut,Middlesex,Vandalism,82.06
09007,2014,Connecticut,Middlesex,Weapon Violation,27.04
09007,2014,Connecticut,Middlesex,Prostitution,2.8
09007,2014,Connecticut,Middlesex,Sex Offense,6.53
09007,2014,Connecticut,Middlesex,Drug Related,234.06
09007,2014,Connecticut,Middlesex,Gambling,0
09007,2014,Connecticut,Middlesex,Family Child,86.72
09007,2014,Connecticut,Middlesex,DUI,325.44
09007,2014,Connecticut,Middlesex,Liquor Violation,16.78
09007,2014,Connecticut,Middlesex,Drunkenness,0
09007,2014,Connecticut,Middlesex,Disorderly,292.8
09007,2014,Connecticut,Middlesex,Vagrancy,12.12
09007,2014,Connecticut,Middlesex,Other,841.11
09007,2014,Connecticut,Middlesex,Suspicion,0
09007,2014,Connecticut,Middlesex,Curfew,0
09007,2014,Connecticut,Middlesex,Runaway,0
09009,2014,Connecticut,New Haven,All Crime,3857.56
09009,2014,Connecticut,New Haven,Violent Crime,137.01
09009,2014,Connecticut,New Haven,Property Crime,567.36
09009,2014,Connecticut,New Haven,Murder,2.23
09009,2014,Connecticut,New Haven,Rape,7.18
09009,2014,Connecticut,New Haven,Robbery,39.48
09009,2014,Connecticut,New Haven,Assault,88.12
09009,2014,Connecticut,New Haven,Burglary,78.22
09009,2014,Connecticut,New Haven,Larceny,470.82
09009,2014,Connecticut,New Haven,Auto Theft,15.97
09009,2014,Connecticut,New Haven,Arson,2.35
09009,2014,Connecticut,New Haven,Other Assault,597.07
09009,2014,Connecticut,New Haven,Forgery,26.12
09009,2014,Connecticut,New Haven,Fraud,32.3
09009,2014,Connecticut,New Haven,Embezzlement,1.24
09009,2014,Connecticut,New Haven,Stolen Prop,4.95
09009,2014,Connecticut,New Haven,Vandalism,93.57
09009,2014,Connecticut,New Haven,Weapon Violation,37.75
09009,2014,Connecticut,New Haven,Prostitution,9.04
09009,2014,Connecticut,New Haven,Sex Offense,11.39
09009,2014,Connecticut,New Haven,Drug Related,306.46
09009,2014,Connecticut,New Haven,Gambling,0.87
09009,2014,Connecticut,New Haven,Family Child,50.13
09009,2014,Connecticut,New Haven,DUI,157.19
09009,2014,Connecticut,New Haven,Liquor Violation,11.51
09009,2014,Connecticut,New Haven,Drunkenness,0.12
09009,2014,Connecticut,New Haven,Disorderly,647.81
09009,2014,Connecticut,New Haven,Vagrancy,0
09009,2014,Connecticut,New Haven,Other,1165.55
09009,2014,Connecticut,New Haven,Suspicion,0
09009,2014,Connecticut,New Haven,Curfew,0
09009,2014,Connecticut,New Haven,Runaway,0.12
09011,2014,Connecticut,New London,All Crime,4655.59
09011,2014,Connecticut,New London,Violent Crime,188.28
09011,2014,Connecticut,New London,Property Crime,732.57
09011,2014,Connecticut,New London,Murder,0.68
09011,2014,Connecticut,New London,Rape,9.59
09011,2014,Connecticut,New London,Robbery,31.49
09011,2014,Connecticut,New London,Assault,146.51
09011,2014,Connecticut,New London,Burglary,67.78
09011,2014,Connecticut,New London,Larceny,636.72
09011,2014,Connecticut,New London,Auto Theft,15.75
09011,2014,Connecticut,New London,Arson,12.32
09011,2014,Connecticut,New London,Other Assault,962.61
09011,2014,Connecticut,New London,Forgery,30.12
09011,2014,Connecticut,New London,Fraud,40.39
09011,2014,Connecticut,New London,Embezzlement,6.85
09011,2014,Connecticut,New London,Stolen Prop,23.28
09011,2014,Connecticut,New London,Vandalism,99.27
09011,2014,Connecticut,New London,Weapon Violation,58.88
09011,2014,Connecticut,New London,Prostitution,30.81
09011,2014,Connecticut,New London,Sex Offense,19.85
09011,2014,Connecticut,New London,Drug Related,406.68
09011,2014,Connecticut,New London,Gambling,0.68
09011,2014,Connecticut,New London,Family Child,86.27
09011,2014,Connecticut,New London,DUI,340.95
09011,2014,Connecticut,New London,Liquor Violation,12.32
09011,2014,Connecticut,New London,Drunkenness,0
09011,2014,Connecticut,New London,Disorderly,151.31
09011,2014,Connecticut,New London,Vagrancy,0.68
09011,2014,Connecticut,New London,Other,1463.77
09011,2014,Connecticut,New London,Suspicion,0
09011,2014,Connecticut,New London,Curfew,0
09011,2014,Connecticut,New London,Runaway,0
09013,2014,Connecticut,Tolland,All Crime,3147.18
09013,2014,Connecticut,Tolland,Violent Crime,86.62
09013,2014,Connecticut,Tolland,Property Crime,409.04
09013,2014,Connecticut,Tolland,Murder,0
09013,2014,Connecticut,Tolland,Rape,12.03
09013,2014,Connecticut,Tolland,Robbery,45.72
09013,2014,Connecticut,Tolland,Assault,28.87
09013,2014,Connecticut,Tolland,Burglary,98.65
09013,2014,Connecticut,Tolland,Larceny,279.11
09013,2014,Connecticut,Tolland,Auto Theft,26.47
09013,2014,Connecticut,Tolland,Arson,4.81
09013,2014,Connecticut,Tolland,Other Assault,452.35
09013,2014,Connecticut,Tolland,Forgery,55.34
09013,2014,Connecticut,Tolland,Fraud,4.81
09013,2014,Connecticut,Tolland,Embezzlement,2.41
09013,2014,Connecticut,Tolland,Stolen Prop,0
09013,2014,Connecticut,Tolland,Vandalism,74.59
09013,2014,Connecticut,Tolland,Weapon Violation,40.9
09013,2014,Connecticut,Tolland,Prostitution,0
09013,2014,Connecticut,Tolland,Sex Offense,21.65
09013,2014,Connecticut,Tolland,Drug Related,315.2
09013,2014,Connecticut,Tolland,Gambling,0
09013,2014,Connecticut,Tolland,Family Child,89.03
09013,2014,Connecticut,Tolland,DUI,510.09
09013,2014,Connecticut,Tolland,Liquor Violation,7.22
09013,2014,Connecticut,Tolland,Drunkenness,0
09013,2014,Connecticut,Tolland,Disorderly,413.85
09013,2014,Connecticut,Tolland,Vagrancy,0
09013,2014,Connecticut,Tolland,Other,664.08
09013,2014,Connecticut,Tolland,Suspicion,0
09013,2014,Connecticut,Tolland,Curfew,0
09013,2014,Connecticut,Tolland,Runaway,0
09015,2014,Connecticut,Windham,All Crime,5163.97
09015,2014,Connecticut,Windham,Violent Crime,75.39
09015,2014,Connecticut,Windham,Property Crime,289.77
09015,2014,Connecticut,Windham,Murder,0
09015,2014,Connecticut,Windham,Rape,11.78
09015,2014,Connecticut,Windham,Robbery,16.49
09015,2014,Connecticut,Windham,Assault,47.12
09015,2014,Connecticut,Windham,Burglary,44.76
09015,2014,Connecticut,Windham,Larceny,230.87
09015,2014,Connecticut,Windham,Auto Theft,14.13
09015,2014,Connecticut,Windham,Arson,0
09015,2014,Connecticut,Windham,Other Assault,777.42
09015,2014,Connecticut,Windham,Forgery,11.78
09015,2014,Connecticut,Windham,Fraud,23.56
09015,2014,Connecticut,Windham,Embezzlement,2.36
09015,2014,Connecticut,Windham,Stolen Prop,0
09015,2014,Connecticut,Windham,Vandalism,63.61
09015,2014,Connecticut,Windham,Weapon Violation,18.85
09015,2014,Connecticut,Windham,Prostitution,7.07
09015,2014,Connecticut,Windham,Sex Offense,7.07
09015,2014,Connecticut,Windham,Drug Related,388.71
09015,2014,Connecticut,Windham,Gambling,0
09015,2014,Connecticut,Windham,Family Child,18.85
09015,2014,Connecticut,Windham,DUI,386.36
09015,2014,Connecticut,Windham,Liquor Violation,2.36
09015,2014,Connecticut,Windham,Drunkenness,0
09015,2014,Connecticut,Windham,Disorderly,607.8
09015,2014,Connecticut,Windham,Vagrancy,2.36
09015,2014,Connecticut,Windham,Other,2480.68
09015,2014,Connecticut,Windham,Suspicion,0
09015,2014,Connecticut,Windham,Curfew,0
09015,2014,Connecticut,Windham,Runaway,0
09999,2014,Connecticut,Windham,All Crime,2044.09
09999,2014,Connecticut,Windham,Violent Crime,30.8
09999,2014,Connecticut,Windham,Property Crime,229.1
09999,2014,Connecticut,Windham,Murder,0.38
09999,2014,Connecticut,Windham,Rape,3
09999,2014,Connecticut,Windham,Robbery,5.26
09999,2014,Connecticut,Windham,Assault,22.16
09999,2014,Connecticut,Windham,Burglary,39.81
09999,2014,Connecticut,Windham,Larceny,177.84
09999,2014,Connecticut,Windham,Auto Theft,9.2
09999,2014,Connecticut,Windham,Arson,2.25
09999,2014,Connecticut,Windham,Other Assault,157.18
09999,2014,Connecticut,Windham,Forgery,3.94
09999,2014,Connecticut,Windham,Fraud,14.46
09999,2014,Connecticut,Windham,Embezzlement,1.88
09999,2014,Connecticut,Windham,Stolen Prop,1.88
09999,2014,Connecticut,Windham,Vandalism,22.91
09999,2014,Connecticut,Windham,Weapon Violation,21.41
09999,2014,Connecticut,Windham,Prostitution,1.88
09999,2014,Connecticut,Windham,Sex Offense,6.76
09999,2014,Connecticut,Windham,Drug Related,163.94
09999,2014,Connecticut,Windham,Gambling,0.56
09999,2014,Connecticut,Windham,Family Child,24.41
09999,2014,Connecticut,Windham,DUI,515.29
09999,2014,Connecticut,Windham,Liquor Violation,2.63
09999,2014,Connecticut,Windham,Drunkenness,0.19
09999,2014,Connecticut,Windham,Disorderly,151.55
09999,2014,Connecticut,Windham,Vagrancy,0
09999,2014,Connecticut,Windham,Other,693.32
09999,2014,Connecticut,Windham,Suspicion,0
09999,2014,Connecticut,Windham,Curfew,0
09999,2014,Connecticut,Windham,Runaway,0
10001,2014,Delaware,Kent,All Crime,4331.59
10001,2014,Delaware,Kent,Violent Crime,222.48
10001,2014,Delaware,Kent,Property Crime,933.48
10001,2014,Delaware,Kent,Murder,1.19
10001,2014,Delaware,Kent,Rape,13.12
10001,2014,Delaware,Kent,Robbery,41.16
10001,2014,Delaware,Kent,Assault,166.42
10001,2014,Delaware,Kent,Burglary,89.47
10001,2014,Delaware,Kent,Larceny,811.8
10001,2014,Delaware,Kent,Auto Theft,19.09
10001,2014,Delaware,Kent,Arson,13.12
10001,2014,Delaware,Kent,Other Assault,772.43
10001,2014,Delaware,Kent,Forgery,27.44
10001,2014,Delaware,Kent,Fraud,237.4
10001,2014,Delaware,Kent,Embezzlement,20.28
10001,2014,Delaware,Kent,Stolen Prop,26.24
10001,2014,Delaware,Kent,Vandalism,105.58
10001,2014,Delaware,Kent,Weapon Violation,44.74
10001,2014,Delaware,Kent,Prostitution,1.19
10001,2014,Delaware,Kent,Sex Offense,25.05
10001,2014,Delaware,Kent,Drug Related,705.03
10001,2014,Delaware,Kent,Gambling,1.19
10001,2014,Delaware,Kent,Family Child,25.65
10001,2014,Delaware,Kent,DUI,56.66
10001,2014,Delaware,Kent,Liquor Violation,107.37
10001,2014,Delaware,Kent,Drunkenness,60.84
10001,2014,Delaware,Kent,Disorderly,134.8
10001,2014,Delaware,Kent,Vagrancy,26.84
10001,2014,Delaware,Kent,Other,789.13
10001,2014,Delaware,Kent,Suspicion,0
10001,2014,Delaware,Kent,Curfew,7.16
10001,2014,Delaware,Kent,Runaway,0
10003,2014,Delaware,New Castle,All Crime,3740.41
10003,2014,Delaware,New Castle,Violent Crime,241.21
10003,2014,Delaware,New Castle,Property Crime,762.95
10003,2014,Delaware,New Castle,Murder,2.35
10003,2014,Delaware,New Castle,Rape,6.68
10003,2014,Delaware,New Castle,Robbery,65.67
10003,2014,Delaware,New Castle,Assault,166.52
10003,2014,Delaware,New Castle,Burglary,88.58
10003,2014,Delaware,New Castle,Larceny,662.82
10003,2014,Delaware,New Castle,Auto Theft,11
10003,2014,Delaware,New Castle,Arson,0.54
10003,2014,Delaware,New Castle,Other Assault,746.53
10003,2014,Delaware,New Castle,Forgery,28.87
10003,2014,Delaware,New Castle,Fraud,157.32
10003,2014,Delaware,New Castle,Embezzlement,22.55
10003,2014,Delaware,New Castle,Stolen Prop,55.93
10003,2014,Delaware,New Castle,Vandalism,70.72
10003,2014,Delaware,New Castle,Weapon Violation,47.27
10003,2014,Delaware,New Castle,Prostitution,9.38
10003,2014,Delaware,New Castle,Sex Offense,9.56
10003,2014,Delaware,New Castle,Drug Related,656.51
10003,2014,Delaware,New Castle,Gambling,0.72
10003,2014,Delaware,New Castle,Family Child,16.78
10003,2014,Delaware,New Castle,DUI,15.33
10003,2014,Delaware,New Castle,Liquor Violation,163.63
10003,2014,Delaware,New Castle,Drunkenness,28.87
10003,2014,Delaware,New Castle,Disorderly,168.14
10003,2014,Delaware,New Castle,Vagrancy,72.34
10003,2014,Delaware,New Castle,Other,458.42
10003,2014,Delaware,New Castle,Suspicion,0
10003,2014,Delaware,New Castle,Curfew,7.22
10003,2014,Delaware,New Castle,Runaway,0
10005,2014,Delaware,Sussex,All Crime,4348.88
10005,2014,Delaware,Sussex,Violent Crime,204.99
10005,2014,Delaware,Sussex,Property Crime,1037.61
10005,2014,Delaware,Sussex,Murder,2.81
10005,2014,Delaware,Sussex,Rape,8.89
10005,2014,Delaware,Sussex,Robbery,51.95
10005,2014,Delaware,Sussex,Assault,141.34
10005,2014,Delaware,Sussex,Burglary,190.02
10005,2014,Delaware,Sussex,Larceny,827.47
10005,2014,Delaware,Sussex,Auto Theft,15.91
10005,2014,Delaware,Sussex,Arson,3.74
10005,2014,Delaware,Sussex,Other Assault,661.79
10005,2014,Delaware,Sussex,Forgery,30.89
10005,2014,Delaware,Sussex,Fraud,295.32
10005,2014,Delaware,Sussex,Embezzlement,21.06
10005,2014,Delaware,Sussex,Stolen Prop,42.12
10005,2014,Delaware,Sussex,Vandalism,95.95
10005,2014,Delaware,Sussex,Weapon Violation,29.02
10005,2014,Delaware,Sussex,Prostitution,4.68
10005,2014,Delaware,Sussex,Sex Offense,20.59
10005,2014,Delaware,Sussex,Drug Related,644
10005,2014,Delaware,Sussex,Gambling,0
10005,2014,Delaware,Sussex,Family Child,27.61
10005,2014,Delaware,Sussex,DUI,71.61
10005,2014,Delaware,Sussex,Liquor Violation,119.81
10005,2014,Delaware,Sussex,Drunkenness,101.09
10005,2014,Delaware,Sussex,Disorderly,230.74
10005,2014,Delaware,Sussex,Vagrancy,21.06
10005,2014,Delaware,Sussex,Other,682.38
10005,2014,Delaware,Sussex,Suspicion,0
10005,2014,Delaware,Sussex,Curfew,6.08
10005,2014,Delaware,Sussex,Runaway,0
11001,2014,District of Columbia,District of Columbia,All Crime,866.91
11001,2014,District of Columbia,District of Columbia,Violent Crime,17
11001,2014,District of Columbia,District of Columbia,Property Crime,19.43
11001,2014,District of Columbia,District of Columbia,Murder,0
11001,2014,District of Columbia,District of Columbia,Rape,0.15
11001,2014,District of Columbia,District of Columbia,Robbery,9.87
11001,2014,District of Columbia,District of Columbia,Assault,6.98
11001,2014,District of Columbia,District of Columbia,Burglary,0
11001,2014,District of Columbia,District of Columbia,Larceny,18.06
11001,2014,District of Columbia,District of Columbia,Auto Theft,1.21
11001,2014,District of Columbia,District of Columbia,Arson,0.15
11001,2014,District of Columbia,District of Columbia,Other Assault,30.66
11001,2014,District of Columbia,District of Columbia,Forgery,1.82
11001,2014,District of Columbia,District of Columbia,Fraud,0.46
11001,2014,District of Columbia,District of Columbia,Embezzlement,0
11001,2014,District of Columbia,District of Columbia,Stolen Prop,2.12
11001,2014,District of Columbia,District of Columbia,Vandalism,5.77
11001,2014,District of Columbia,District of Columbia,Weapon Violation,13.96
11001,2014,District of Columbia,District of Columbia,Prostitution,0
11001,2014,District of Columbia,District of Columbia,Sex Offense,0
11001,2014,District of Columbia,District of Columbia,Drug Related,59.04
11001,2014,District of Columbia,District of Columbia,Gambling,0
11001,2014,District of Columbia,District of Columbia,Family Child,0
11001,2014,District of Columbia,District of Columbia,DUI,1.52
11001,2014,District of Columbia,District of Columbia,Liquor Violation,80.74
11001,2014,District of Columbia,District of Columbia,Drunkenness,9.71
11001,2014,District of Columbia,District of Columbia,Disorderly,11.53
11001,2014,District of Columbia,District of Columbia,Vagrancy,13.96
11001,2014,District of Columbia,District of Columbia,Other,598.88
11001,2014,District of Columbia,District of Columbia,Suspicion,0
11001,2014,District of Columbia,District of Columbia,Curfew,0.3
11001,2014,District of Columbia,District of Columbia,Runaway,0
13001,2014,Georgia,Appling,All Crime,2709.71
13001,2014,Georgia,Appling,Violent Crime,102.56
13001,2014,Georgia,Appling,Property Crime,350.86
13001,2014,Georgia,Appling,Murder,5.4
13001,2014,Georgia,Appling,Rape,0
13001,2014,Georgia,Appling,Robbery,10.8
13001,2014,Georgia,Appling,Assault,86.37
13001,2014,Georgia,Appling,Burglary,129.55
13001,2014,Georgia,Appling,Larceny,210.51
13001,2014,Georgia,Appling,Auto Theft,10.8
13001,2014,Georgia,Appling,Arson,0
13001,2014,Georgia,Appling,Other Assault,286.08
13001,2014,Georgia,Appling,Forgery,26.99
13001,2014,Georgia,Appling,Fraud,37.78
13001,2014,Georgia,Appling,Embezzlement,0
13001,2014,Georgia,Appling,Stolen Prop,16.19
13001,2014,Georgia,Appling,Vandalism,21.59
13001,2014,Georgia,Appling,Weapon Violation,32.39
13001,2014,Georgia,Appling,Prostitution,0
13001,2014,Georgia,Appling,Sex Offense,21.59
13001,2014,Georgia,Appling,Drug Related,480.41
13001,2014,Georgia,Appling,Gambling,0
13001,2014,Georgia,Appling,Family Child,48.58
13001,2014,Georgia,Appling,DUI,221.31
13001,2014,Georgia,Appling,Liquor Violation,16.19
13001,2014,Georgia,Appling,Drunkenness,16.19
13001,2014,Georgia,Appling,Disorderly,151.14
13001,2014,Georgia,Appling,Vagrancy,0
13001,2014,Georgia,Appling,Other,863.65
13001,2014,Georgia,Appling,Suspicion,0
13001,2014,Georgia,Appling,Curfew,0
13001,2014,Georgia,Appling,Runaway,5.4
13003,2014,Georgia,Atkinson,All Crime,3229.69
13003,2014,Georgia,Atkinson,Violent Crime,108.46
13003,2014,Georgia,Atkinson,Property Crime,457.94
13003,2014,Georgia,Atkinson,Murder,0
13003,2014,Georgia,Atkinson,Rape,0
13003,2014,Georgia,Atkinson,Robbery,12.05
13003,2014,Georgia,Atkinson,Assault,84.36
13003,2014,Georgia,Atkinson,Burglary,84.36
13003,2014,Georgia,Atkinson,Larceny,361.53
13003,2014,Georgia,Atkinson,Auto Theft,12.05
13003,2014,Georgia,Atkinson,Arson,0
13003,2014,Georgia,Atkinson,Other Assault,265.12
13003,2014,Georgia,Atkinson,Forgery,36.15
13003,2014,Georgia,Atkinson,Fraud,60.26
13003,2014,Georgia,Atkinson,Embezzlement,0
13003,2014,Georgia,Atkinson,Stolen Prop,24.1
13003,2014,Georgia,Atkinson,Vandalism,36.15
13003,2014,Georgia,Atkinson,Weapon Violation,36.15
13003,2014,Georgia,Atkinson,Prostitution,0
13003,2014,Georgia,Atkinson,Sex Offense,24.1
13003,2014,Georgia,Atkinson,Drug Related,494.09
13003,2014,Georgia,Atkinson,Gambling,0
13003,2014,Georgia,Atkinson,Family Child,48.2
13003,2014,Georgia,Atkinson,DUI,277.18
13003,2014,Georgia,Atkinson,Liquor Violation,48.2
13003,2014,Georgia,Atkinson,Drunkenness,24.1
13003,2014,Georgia,Atkinson,Disorderly,192.82
13003,2014,Georgia,Atkinson,Vagrancy,0
13003,2014,Georgia,Atkinson,Other,1084.6
13003,2014,Georgia,Atkinson,Suspicion,0
13003,2014,Georgia,Atkinson,Curfew,0
13003,2014,Georgia,Atkinson,Runaway,12.05
13005,2014,Georgia,Bacon,All Crime,4740.81
13005,2014,Georgia,Bacon,Violent Crime,88.61
13005,2014,Georgia,Bacon,Property Crime,310.15
13005,2014,Georgia,Bacon,Murder,0
13005,2014,Georgia,Bacon,Rape,0
13005,2014,Georgia,Bacon,Robbery,8.86
13005,2014,Georgia,Bacon,Assault,79.75
13005,2014,Georgia,Bacon,Burglary,97.47
13005,2014,Georgia,Bacon,Larceny,194.95
13005,2014,Georgia,Bacon,Auto Theft,8.86
13005,2014,Georgia,Bacon,Arson,0
13005,2014,Georgia,Bacon,Other Assault,186.09
13005,2014,Georgia,Bacon,Forgery,35.45
13005,2014,Georgia,Bacon,Fraud,35.45
13005,2014,Georgia,Bacon,Embezzlement,0
13005,2014,Georgia,Bacon,Stolen Prop,8.86
13005,2014,Georgia,Bacon,Vandalism,44.31
13005,2014,Georgia,Bacon,Weapon Violation,345.59
13005,2014,Georgia,Bacon,Prostitution,0
13005,2014,Georgia,Bacon,Sex Offense,26.58
13005,2014,Georgia,Bacon,Drug Related,646.88
13005,2014,Georgia,Bacon,Gambling,0
13005,2014,Georgia,Bacon,Family Child,106.34
13005,2014,Georgia,Bacon,DUI,221.53
13005,2014,Georgia,Bacon,Liquor Violation,17.72
13005,2014,Georgia,Bacon,Drunkenness,8.86
13005,2014,Georgia,Bacon,Disorderly,310.15
13005,2014,Georgia,Bacon,Vagrancy,0
13005,2014,Georgia,Bacon,Other,2188.75
13005,2014,Georgia,Bacon,Suspicion,124.06
13005,2014,Georgia,Bacon,Curfew,17.72
13005,2014,Georgia,Bacon,Runaway,8.86
13007,2014,Georgia,Baker,All Crime,1893.6
13007,2014,Georgia,Baker,Violent Crime,90.17
13007,2014,Georgia,Baker,Property Crime,330.63
13007,2014,Georgia,Baker,Murder,0
13007,2014,Georgia,Baker,Rape,0
13007,2014,Georgia,Baker,Robbery,0
13007,2014,Georgia,Baker,Assault,90.17
13007,2014,Georgia,Baker,Burglary,0
13007,2014,Georgia,Baker,Larceny,330.63
13007,2014,Georgia,Baker,Auto Theft,0
13007,2014,Georgia,Baker,Arson,0
13007,2014,Georgia,Baker,Other Assault,180.34
13007,2014,Georgia,Baker,Forgery,0
13007,2014,Georgia,Baker,Fraud,0
13007,2014,Georgia,Baker,Embezzlement,0
13007,2014,Georgia,Baker,Stolen Prop,60.11
13007,2014,Georgia,Baker,Vandalism,0
13007,2014,Georgia,Baker,Weapon Violation,90.17
13007,2014,Georgia,Baker,Prostitution,0
13007,2014,Georgia,Baker,Sex Offense,0
13007,2014,Georgia,Baker,Drug Related,60.11
13007,2014,Georgia,Baker,Gambling,0
13007,2014,Georgia,Baker,Family Child,0
13007,2014,Georgia,Baker,DUI,510.97
13007,2014,Georgia,Baker,Liquor Violation,0
13007,2014,Georgia,Baker,Drunkenness,0
13007,2014,Georgia,Baker,Disorderly,180.34
13007,2014,Georgia,Baker,Vagrancy,0
13007,2014,Georgia,Baker,Other,450.86
13007,2014,Georgia,Baker,Suspicion,0
13007,2014,Georgia,Baker,Curfew,0
13007,2014,Georgia,Baker,Runaway,0
13009,2014,Georgia,Baldwin,All Crime,3734.02
13009,2014,Georgia,Baldwin,Violent Crime,254.84
13009,2014,Georgia,Baldwin,Property Crime,613.34
13009,2014,Georgia,Baldwin,Murder,0
13009,2014,Georgia,Baldwin,Rape,6.48
13009,2014,Georgia,Baldwin,Robbery,25.92
13009,2014,Georgia,Baldwin,Assault,222.44
13009,2014,Georgia,Baldwin,Burglary,88.55
13009,2014,Georgia,Baldwin,Larceny,509.68
13009,2014,Georgia,Baldwin,Auto Theft,8.64
13009,2014,Georgia,Baldwin,Arson,6.48
13009,2014,Georgia,Baldwin,Other Assault,313.15
13009,2014,Georgia,Baldwin,Forgery,62.63
13009,2014,Georgia,Baldwin,Fraud,64.79
13009,2014,Georgia,Baldwin,Embezzlement,0
13009,2014,Georgia,Baldwin,Stolen Prop,19.44
13009,2014,Georgia,Baldwin,Vandalism,155.49
13009,2014,Georgia,Baldwin,Weapon Violation,36.71
13009,2014,Georgia,Baldwin,Prostitution,0
13009,2014,Georgia,Baldwin,Sex Offense,25.92
13009,2014,Georgia,Baldwin,Drug Related,343.38
13009,2014,Georgia,Baldwin,Gambling,4.32
